,Unnamed: 0,image,local_image,title,description,main_category,pred_description,bleu,rouge1,rougeL,textsim,llm_judge
915,915,https://m.media-amazon.com/images/I/71ZNWkjyR7L._AC_SL1500_.jpg,./images/0060380.jpg,"HP Pavilion 24 All-in-One Desktop 23.8"" FHD IPS Anti-glare 13th Gen Intel 10-Core i5-13400T >i7-12700 16GB DDR4 256GB SSD + 1TB HDD Intel UHD Graphic 730 5MP IR Privacy Camera Win11 Silver +HDMI Cable","PRODUCT OVERVIEW:
The HP Pavilion All-in-One is simply all you need. A desktop designed to keep you productive for streaming or gaming with a flicker-free display and killer audio experience. The low blue light filter keeps your eyes happier for longer and the pop-up privacy camera is great for video calls. Feel good about your choice with a sustainable design.
Product Details:
Microprocessor:
13th Generation Intel 10-Core i5-13400T Processor - Base Clock 1.3GHz, Max Boost Clock Up to 4.4GHz, 20MB Smart Cache, 16 Threads
Memory:
16GB RAM
Storage:
256GB SSD + 1TB HDD
Operating system:
Microsoft Windows11 Home
Graphics & Video:
23.8"" diagonal FHD (1920x1080) IPS Display - 72% NTSC Three-sided Micro-edge Anti-glare Integrated Intel UHD Graphics 730
Key Features:
Bluetooth: Yes Optical Drive: No Webcam: Yes
Ports:
2 x Superspeed USB-A (5Gbps Signaling Rate, One with Battery Charging 1.2), 1 x Superspeed USB-C (5Gbps Signaling Rate), 2 x USB 2.0, 2 x HDMI 1.4 (in/out), 1 x Headphone / microphone combo jack (3.5mm), 1 x RJ45 GbE Lan
Additional Information:
Dimension: 6.74"" x 21.27"" x 16.85"" Weight: 14.11 lbs
Accessory:
HDMI Cable HP Wireless Keyboard and Mouse combo",Computers,"This sleek all-in-one desktop offers a vibrant 23.8-inch Full HD display, perfect for immersive work or entertainment, paired with ample storage and fast memory for smooth multitasking. Designed for efficiency, it includes a spacious hard drive and solid-state drive combo, ideal for both professionals and casual users seeking reliable performance. Its minimalist stand and included peripherals make it a stylish, space-saving solution for home offices or personal use.",0.0008218625833904244,0.1708185053380783,0.09964412811387899,0.6246326565742493,3
916,916,https://m.media-amazon.com/images/I/71-9JeFEFsL._AC_SL1500_.jpg,./images/0064684.jpg,Dell Intel P4510 8TB PCIe Gen3 x4 NVMe U.2 2.5-inch Enterprise SSD - SSDPE2KX080T851,"Multi-cloud has become a core element for any enterprise strategy, and top cloud providers have responded by openly embracing PCIe/NVMe-based SSDs with scalable performance, low latency, and continued innovation.",Computers,"This sleek, compact storage device is designed for seamless integration into modern computing setups, offering reliable data retention and easy portability. Its durable casing ensures protection during transport, making it ideal for users who need to carry their files securely across different environments. Perfect for both personal and professional use, it enhances workflow efficiency with its straightforward connectivity and user-friendly interface.",0.00422741345345173,0.0851063829787234,0.0851063829787234,0.3897680640220642,1
917,917,https://m.media-amazon.com/images/I/61rbswITZJL._AC_SL1500_.jpg,./images/0060532.jpg,"Lenovo ThinkCentre M70a 21.5"" FHD AIO Business All-in-One Desktop, Intel Hexa-Core i5-10400 (Beat i7-8700), 8GB DDR4 RAM, 256GB PCIe SSD, DVDRW, WiFi, BT 5.0, 1080P Webcam, Windows 11 Pro, BROAG Cable","Processor:
Intel Core i5-10400 (6C / 12T, 2.9 / 4.3GHz, 12MB)
Graphics:
Intel UHD Graphics 630
Chipset:
Intel H470 Chipset
Memory:
8GB SO-DIMM DDR4-2666
Storage:
256GB SSD M.2 2280 PCIe NVMe
Card Reader:
3-in-1 Card Reader
Optical:
DVD±RW
Audio Chip:
High Definition (HD) Audio, Realtek ALC233 codec
Speakers:
2Wx2
Camera:
FHD 1080p
Microphone:
2x, Array
Power Supply:
135W 89% Adapter
Display:
21.5"" FHD (1920x1080) IPS 250nits Anti-glare, 72% NTSC
Keyboard:
USB Traditional Keyboard, Black, English
Mouse:
USB Calliope Mouse, Black
Color:
Black
Stand:
UltraFlex IV Stand
Dimensions (WxDxH):
Lowest in flat mode: 19.3 x 11.3 x 7.8 inches
Highest in vertical mode: 9.3 x 9.2 x 17.3 inches
Weight:
17.4 lbs
Ethernet:
Integrated 100/1000M
WLAN + Bluetooth:
Intel 9560, 11ac 2x2 + BT5.0
Rear Ports:
1x DisplayPort
4x USB 3.2 Gen 1 (one supports Smart Power On)
1x Ethernet (RJ-45)
Right Ports:
1x USB 3.2 Gen 1
1x USB 3.2 Gen 2
1x USB-C 3.2 Gen 1 (5V/3A charging)
1x headphone / microphone combo jack (3.5mm)
Security Chip:
Discrete TPM 2.0, TCG certified
Physical Locks:
Kensington Security Slot, 3 x 7 mm
Other Security:
ThinkShutter camera cover
OS:
Windows 11 Pro 64, English",Computers,"This sleek all-in-one desktop offers a modern design with a vibrant display, perfect for productivity or entertainment. It comes with Windows 11 Professional, providing a smooth, feature-rich experience for both work and leisure. The included USB cables ensure easy connectivity for peripherals and accessories.",0.00033140778256580104,0.04545454545454546,0.030303030303030304,0.3781329095363617,1
918,918,https://m.media-amazon.com/images/I/61DCwfDYGpL._AC_SL1001_.jpg,./images/0061507.jpg,Intel Core i5-12600K + GIGABYTE B760M AORUS Elite AX Motherboard,Intel Core i5-12600K + GIGABYTE B760M AORUS Elite AX Motherboard,Computers,"This powerful processor, designed for high-performance computing, delivers exceptional speed and multitasking capabilities ideal for gaming, content creation, and professional applications. Paired with a sleek, feature-rich motherboard, it ensures seamless connectivity and expandability for building a robust desktop system. Perfect for enthusiasts and power users seeking top-tier performance in a compact, reliable setup.",0.0,0.030303030303030304,0.030303030303030304,0.5585851669311523,4
919,919,https://m.media-amazon.com/images/I/51fRtv4UyBL._AC_SL1500_.jpg,./images/0058846.jpg,"AMD Ryzen™ 9 7900X3D 12-Core, 24-Thread Desktop Processor",Welcome to the new era of performance. AMD Ryzen 7000 Series ushers in the speed of “Zen 4” for gamers and creators with massive built-in memory for the ultimate game performance.,Computers,"This sleek, modern processor box highlights a high-performance computing solution designed for demanding tasks, featuring a bold orange and black design that conveys power and speed. Ideal for gamers, creators, and power users, it delivers exceptional multitasking capability and smooth performance for both work and entertainment.",0.0052608684749981885,0.20253164556962025,0.1518987341772152,0.39752519130706787,3
920,920,https://m.media-amazon.com/images/I/71XCCqEkdUL._AC_SL1500_.jpg,./images/0062796.jpg,"Glacier Genshin Impact Keycaps Full Set for Mechanical Keyboard, Cherry Profile PBT Dye-Sublimation, Compatible with 60%/65%/75%/80%/96%/100% Layout, Free Keycaps Puller Included (Radien Shogun)","Boost your gaming experience with the Glacier Genshin Impact Keycaps Full Set. Crafted with durable Cherry Profile PBT and enhanced with vibrant dye-sublimation, these keycaps add a touch of style to any keyboard. Compatible with various layouts including 60%, 65%, 75%, 80%, 96%, and 100%, these keycaps offer versatility without compromising quality. Plus, with the free keycaps puller included, customization becomes a breeze. Upgrade your keyboard and immerse yourself in the world of Genshin Impact with these high-quality keycaps.",Computers,"This sleek, dark-themed keyboard features vibrant, anime-inspired artwork on each key, making it a stylish choice for gamers and fans of fantasy aesthetics. Designed for comfort and durability, it offers a responsive layout with customizable backlighting to suit various lighting environments. Perfect for desktop or laptop use, it blends functionality with visual flair to enhance your computing experience.",0.003991537612992139,0.24113475177304963,0.09929078014184398,0.5365324020385742,1
921,921,https://m.media-amazon.com/images/I/61+fETC8FlL._AC_SL1500_.jpg,./images/0058972.jpg,"ASUS Vivobook [Windows 11 Pro] 17 17.3"" HD+ Business Laptop Computer, Intel 4-Core i5-1035G1 (Beats i7-1065G7), 36GB RAM, 1TB PCIe SSD + 1TB HDD, Numeric keypad, WiFi 5, Bluetooth, HDMI, w/Battery","We sells computers with upgraded configurations. The manufacturer box maybe opened for it to be tested and inspected and to install the upgrades to achieve the specifications as advertised. If no modifications are listed, the item is unopened and untested. Defects & blemishes are significantly reduced by our in-depth inspection & testing.
Brand:
Asus
Screen Size:
17.3 inch
Resolution:
1600 x 900 (HD+)
Processor:
Intel Core i5-1035G1
Processor Speed:
1.0 GHz, up to 3.6 GHz
Graphics:
Intel HD Graphics 5000
RAM Memory:
Upgraded 36GB DDR4 RAM
SSD Capacity:
Upgraded 1TB PCIe SSD + 1TB HDD
Keyboard:
Chiclet Keyborad with Numeric keypad
Camera:
720p HD Camera
Touchscreen:
No
Wireless Connectivity:
WiFi 5 - 802.11 ac, Bluetooth 4.2
Operating System :
Windows 11 Pro
Ports:
1x USB 3.2 Gen 1 Type-A; 1x USB 3.2 Gen 1 Type-C; 2x USB 2.0 Type-A; 1x HDMI 1.4; 1x 3.5mm Combo Audio Jack; 1x Headphone out; Micro SD card reader
Dimensions (LxWxH):
15.98 x 9.96 x 0.84 Inches
Weight:
5.07 pounds
Color:
Silver
Bundle:
Lanbertent Battery.With a spare battery on hand, you can keep working without interruption even if your mouse or keyboard runs out of power.",Computers,"This sleek, modern laptop features a vibrant display showcasing a stunning sunset skyline, ideal for both work and entertainment. Its lightweight, metallic chassis offers comfort during extended use, while the integrated performance processor ensures smooth multitasking and efficient performance. Perfect for students, professionals, and creatives who value portability and power.",0.0003555803688628687,0.078125,0.0390625,0.52875816822052,1
922,922,https://m.media-amazon.com/images/I/61YMV5VLDPL._AC_SL1500_.jpg,./images/0058790.jpg,Water Panther Arsenal 18TB SAS 7200RPM 3.5-Inch DAS Hard Drive,"Water Panther Arsenal Direct-Attached-Storage HDD
Business-centric storage devices have stricter requirements on availability, connectivity, and dependability. Water Panther, WP for short, delivers field-proven solutions for a multitude of mainstream DAS/JBOD systems. Disk shelf arrays can count on the Water Panther Arsenal drives for 24/7 availability even in heavy workload environments. Each Arsenal drive is tuned to scale beyond 8-bay systems to support high capacity RAID storage and to connect seamlessly with processing systems. Each drive is backed by a best-in-class MTBF and AFR endurance rating, along with a 2-year warranty from point of purchase. Data is only growing; Water Panther offers quality solutions.",Computers,"This high-capacity storage drive offers 18TB of reliable space, ideal for users needing extensive data storage for media, backups, or large-scale computing tasks. Its sleek, durable design ensures stability and performance in demanding environments, making it a powerful solution for both professional and enthusiast setups.",0.002097453035443381,0.225,0.1,0.5794144868850708,2
923,923,https://m.media-amazon.com/images/I/81F2HaqhyxL._AC_SL1500_.jpg,./images/0062253.jpg,Corsair 2000D Airflow Mini-ITX PC Case - Mini-ITX Form-Factor - Steel Mesh Panels - Three-Slot GPU Support - Cooling-Optimized Interior - Modern Front Panel I/O - Black,"The CORSAIR 2000D AIRFLOW is a Mini-ITX small-form-factor case with phenomenal cooling thanks to steel mesh front, side, and rear panels that deliver plentiful ventilation to your system. An optimized interior can fit up to 8x 120mm case fans or 2x 140mm fans for outstanding airflow in minimal space. Despite its compact frame, the 2000D AIRFLOW can comfortably support a threeslot graphics card up to 320mm long, for a high-end, high-performance system, with room for up to three 2.5in storage drives. Complete with a modern front I/O panel including a USB Type-C port, the 2000D AIRFLOW case is a small wonder.",Computers,"This sleek, compact desktop case features a minimalist black design with a large tempered glass side panel, offering a clear view of internal components while maintaining a modern aesthetic. Built for enthusiasts and small-space setups, it includes thoughtful ventilation and a clean, organized front panel for easy cable management and access. Ideal for building a powerful yet space-efficient PC, it balances performance with style.",0.006953262350260107,0.2742857142857143,0.1257142857142857,0.505937397480011,2
924,924,https://m.media-amazon.com/images/I/71y5bzsczuL._AC_SL1500_.jpg,./images/0065946.jpg,Meffort Inc Extra Large Extended Gaming Desk Mat Non-Slip Rubber Pads Stitched Edges Mouse Pad 35.4 x 15.7 inch - Sunset Beach,"Optical friendly gaming mouse desk pad for improved tracking. Protects desktop from scratches. Durable polyester construction. Extra large dimension and high quality, Nonslip Rubber Backing.",Computers,"This vibrant, high-resolution display captures the serene beauty of a sunset over the ocean, perfect for enhancing your workspace with calming, nature-inspired visuals. Ideal for desktop or laptop use, its vivid colors and smooth image quality bring a sense of tranquility to any computing environment. Whether you're working, relaxing, or simply enjoying the view, this screen offers a stunning, immersive experience.",0.003934051501215765,0.11235955056179775,0.0898876404494382,0.3264142870903015,0
925,925,https://m.media-amazon.com/images/I/61WPrhQhwdL._AC_SL1154_.jpg,./images/0064576.jpg,"T Power 27v Charger for Fykee P11 K-21B Pro A10 PRO, Ganiza V20 V25 V25S,Zoker A10 A10pro, Kyvol V20 Womow W9, Puppyoo A9 Cordless Vacuum Cleaner Ac Dc Adapter Class 2 Power Supply","T-Power Made with Brand-new Battery Charger - Input Voltage Range: AC 100V - 240V - ( 27v Compatible ) ⚠️ ( Please Note ! that the "" Cordless Vacuum Cleaner "" available in a number of different New and Old Models , Please Make sure Your Model or PN : Match this Listing , Thank you. ⚠️ ( Please Note ! Please Make sure Your Model or PN : Match this Listing , Thank you. ⚠️(( NOTE !! This item ONLY ✅ fit Direct charge the Vacuum ❌ WILL NOT fit the Dock Charging Station ))) ✅ Compatible with: Fykee P11 K-21B Pro A10 PRO, Ganiza V25 ,Zoker A10 A10pro, Kyvol V20 Cordless Vacuum Cleaner  ✅ Compatible with :  PUPPYOO A9 Cordless Vacuum Cleaner, Ultra-Light Cordless Stick Vacuum ( not fit for Dock Station ) PUPPYOO WP536 536 US536 Cordless Vacuum Cleaner, 2 in 1 Stick & Handheld Lightweight Vacuum , PUPPYOO Cordless Carpet Hard Floor Pet Vacuum Cleaner, Stick Vacuum  ✅ Womow W9 Cordless Stick Vacuum Cleaner,  Severin S Special Handheld Lithium-Ion Battery Bagless Cordless Vacuum Cleaner type 7156 7158 7160 7165 HV7156 HV7158 HV7160 HV7165 HV-7156 HV-7158 HV-7160 HV-7165 7102048 7104048 YLS0241A-E270080 YLS0241AE270080 Special Handheld Lithium-Ion Battery Bagless Cordless Vacuum Cleaner PN: Severin 7104048 , Model; YLS0241A-E270080 ✅ Ganiza Model No. V25 V25S V 25 25S 22.2V 2200mAh Lithium ion Li-ion Battery Pack 280W 28Kpa Powerful Suction Cordless Vacuum Cleaner Csec Model CS13A270050FUF",Computers,"This compact power adapter is designed for use with computers and other electronic devices, featuring a durable black casing and a neatly coiled cable for easy storage. The plug fits standard wall outlets and delivers consistent power to ensure your device operates smoothly. Ideal for home or office setups, it’s built for reliability and portability.",0.0001972202484799469,0.08823529411764706,0.058823529411764705,0.3663098216056824,0
926,926,https://m.media-amazon.com/images/I/51H+trckAzS._AC_SL1200_.jpg,./images/0059561.jpg,"512GB Micro SD Card with a SD Card Adapter Micro SD Memory Card for Android Smartphones,Tablet Class 10 TF Card Micro Flash SD Memory Card 512GB Faster Speed","About capacity: 512GB=approximately 462GB-490GB 1024GB=approximately 958GB-970GB This is calculation difference between manufacturer and our PC, please Google 'Memory card capacity' to get more information. Warm Tips: 1.Our Store offers 100% genuine memory card with 1 year warranty. 2.Please use quaity card reader to verify all memory card on PC. 3.Please don't use cheap card reader to test memory card, speed of memory card will be reduced by low quality card reader. 4.Memory card speed is greatly affected by card reader, adapter, USB port etc. Low quality device will 100% slow down card speed. 5.Up to 40MB/s read speed; write speed lower. Based on internal testing; performance may be lower depending on host device, interface, usage conditions and other factors. 6.If you have any questions about this card, please contact us directly through Amazon. thank you for coming!",Computers,"This high-capacity memory card is designed for smooth performance with its Class 10 speed rating, ideal for storing large files, high-resolution media, and fast data transfers. Its sleek, durable design makes it perfect for use in cameras, smartphones, and other digital devices that require reliable storage.",0.0021761165987425417,0.15228426395939085,0.08121827411167512,0.625234842300415,1
927,927,https://m.media-amazon.com/images/I/71gAQMqUuXL._AC_SL1500_.jpg,./images/0068509.jpg,"Nightmare Cartoon Before Christmas Mouse Pad, Graphic Oversized Mouse Mat, Professional Large Size Keyboard Pad, Computer Gaming Mousepad, Non-Slip Custom Table Mat 16x35.5 Inch","Welcome!
This Oversized Mouse Pad Is Made Of 100% Polyester Fabric. It Is Waterproof And Oil Resistant Non-Slip Material. The Front Texture Is Soft And Natural, The Back Is Waterproof Rubber Base, Not Easy To Slide, Thickened Design, Rolled Up For Storage, Not Easily Deformed, And Has Good Elasticity, Can Be Rolled And Folded, Easy To Store.
Excellent Tracking Performance And Aiming Accuracy Through Optical And Laser Technology, Office, Game, Study, Suitable For Desktop, Laptop, Pc, Game Console, Etc.
Excellent Design, Custom Pattern Design Is Perfectly Displayed On This Desktop Pad, Which Not Only Enhances The Beauty Of The Game, But Also Makes Your Friends Jealous Of This Stylish, High Quality Gaming Mouse Pad.
Occasions: Office, Gaming, Study, Suitable For Desktop, Laptop, Pc, Console, Etc.
Do Not Soak For A Long Time, Not Bleach; Due To The Objective Factors Of The Computer Display And Other Equipment, May Lead To The Pattern May Have A Slight Color Difference; Due To Different Measurement Methods, May Produce Errors, Errors Within 2-4cm Is Normal, I Hope You Can Understand.
You Have Any Questions Or Comments Can You Can Contact Us In A Timely Manner Through Amazon'S E-Mail, We Will Provide Excellent Customer Service, To Answer Your Questions. Your Satisfaction Is Our Motivation And Pursuit Of Moving Forward.",Computers,"This vibrant, collage-style mat features beloved characters from the “The Nightmare Before Christmas” universe, perfect for adding a whimsical touch to your computer setup. Its durable, non-slip surface helps protect your desk while offering a fun, thematic backdrop for your workspace. Ideal for fans of the movie or anyone who enjoys a spooky, creative aesthetic.",0.00018798858624212856,0.1386861313868613,0.08759124087591241,0.3601207435131073,1
928,928,https://m.media-amazon.com/images/I/61N55jovDVL._AC_SL1500_.jpg,./images/0052290.jpg,Razer Cobra Wired Gaming Mouse: 58g Lightweight Design - Gen-3 Optical Switches - Chroma RGB Lighting with Underglow - Precise 8500 DPI Optical Sensor - 100% PTFE Mouse Feet - Speedflex Cable - Black,"Hit the mark for precision and immersion with the Razer Cobra - a lightweight wired gaming mouse powered by Razer Chroma RGB. Armed with ultra durable switches and decked out with a gradient Chroma underglow, you'd never expect a mouse so small to pack such a big-game performance.",Computers,"Crafted for precision and comfort, this sleek gaming mouse features a contoured design that fits naturally in the hand, reducing fatigue during extended sessions. Its customizable buttons and responsive scroll wheel enhance control, making it ideal for gamers and professionals who demand accuracy and performance. A vibrant glow at the base adds a striking visual accent, complementing any setup.",0.02344459652213126,0.22222222222222224,0.14814814814814814,0.604331374168396,3
929,929,https://m.media-amazon.com/images/I/7184mucmBmL._AC_SL1500_.jpg,./images/0062957.jpg,"hp 15.6"" Laptop with 1 Year Microsoft Office 365, Intel Pentium Quad-Core Processor, Webcam, HDMI, Wi-Fi, RJ-45 Ethernet Port, USB Type-C, Long Battery Life, NLY MP, Windows 11 (32GB RAM | 1TB SSD)","Processor:
Intel Pentium Silver N5030 (1.1 GHz base frequency, up to 3.1 GHz burst frequency, 4 MB cache, 4 cores)
Graphics:
Intel UHD Graphics
Operating System
: Windows 11 Home in S mode
Memory:
32GB DDR4 SDRAM
Hard Drive:
1TB Solid State Drive
Display:
15.6"" diagonal, HD (1366 x 768) Display, micro-edge, anti-glare. BrightView display.
Connectivity:
Realtek RTL8821CE 802.11a/b/g/n/ac (1x1) Wi-Fi and Bluetooth 4.2 combo.
Audio:
Dual Speakers
Keyboard:
US English, Full-Size Keyboard with Numeric Keypad
Built-in HD Webcam:
HP True Vision 720p HD camera with integrated dual array digital microphones
Media Drive:
Multi-format SD media card reader
Optical Drive
: No
Ports:
· 1 x SuperSpeed USB Type-C 5Gbps signaling rate· 2 x SuperSpeed USB Type-A 5Gbps signaling rate· 1 x AC smart pin· 1 x HDMI 1.4b· 1 x RJ-45 Ethernet Port· 1 x Headphone / Mic Combo Jack
Battery:
Up to 10.5 Hours
Color:
Scarlet Red
Dimensions L x W x H (inches):
14.11 x 9.53 x 0.78
Weight:
3.82 lbs",Computers,"This sleek, modern laptop features a vibrant display showcasing Windows 11 and essential productivity tools, ideal for both work and entertainment. Its lightweight design and comfortable keyboard make it perfect for on-the-go use or daily tasks at home. The elegant finish adds a touch of sophistication to any workspace.",0.0009009053926010242,0.06808510638297872,0.05106382978723404,0.578972578048706,1
930,930,https://m.media-amazon.com/images/I/61lyw+kNsaL._AC_SL1500_.jpg,./images/0059387.jpg,"Cute USB Flash Drive, Cat Foot Plaque Mini Thumb Drive USB 2.0 Animal Memory Stick Cartoon Pen Drive Zip Drive Water Proof U Disk",Usb Flash Drive,Computers,"This adorable, paw-shaped USB flash drive features a cute, cat-inspired design with soft pastel colors and a playful pattern, making it both functional and fun. Perfect for storing photos, files, or media, its compact size and durable build make it easy to carry and use across devices. Ideal for anyone who loves quirky accessories that add a touch of charm to their tech setup.",0.0,0.08695652173913045,0.08695652173913045,0.7276324033737183,4
931,931,https://m.media-amazon.com/images/I/51FGHUMQT4L._AC_SL1080_.jpg,./images/0058753.jpg,"DashCam Tesla USB Drive 64 GB – Plug and Play USB Endurance microSD Drive Pre-Formatted for Tesla, TeslaCam, Dashcam, and Sentry Mode - Works with Model S 3 X Y","A truly ""plug-and-play"" TeslaCam solution. Proven reliable USB drive for Tesla Dashcam and Sentry Mode Compatible with all Tesla vehicles built since September 2017 Model S, Model 3, Model X, Model Y Recommended by these popular Tesla publications: Ride the Lightning Kim Java Dirty Tesla Tesletter ALL Electric One step install. Plug it in. Record and document the unexpected, automatically. Easily submit TeslaCam footage to… Insurance Law Enforcement Media Installation couldn't be easier. Open your shipment. Remove the USB drive from the packaging. Plug your new USB drive into the front/glovebox USB port or in your Tesla. You'll see the red dot and “Recording” icon appear in the Controls menu of your screen. Good to go! What's Included: microSD card pre-formatted for TeslaCam puretesla USB A reader In-depth user guide Lifetime Product Support Why microSD cards? The microSD drives we use are designed for Dashcam systems. These cards are rugged, built to withstand extreme heat and cold, which is perfect for being left in a car year round, and have a write speed that far surpasses the minimum Tesla requirement (4 MB/sec). Regular USB flash drives cannot withstand the constant recording that takes place with Dashcam systems and will fail…probably when you need it the most. microSD cards, specifically those in this package, are up to the task and can handle the burden. Frequently Asked Questions Will this package work with my Tesla?  Tesla vehicles that have AP2.5 hardware or later are compatible with recording video to a USB drive.  AP2.5 hardware started shipping on Tesla vehicles starting in August 2017, with a full conversion in October 2017.  USB recording is NOT compatible with AP1.0 or AP2.0 hardware (vehicles manufactured before August 2017).",Computers,"This sleek, compact USB flash drive offers fast data transfer for photographers and creators, effortlessly connecting to computers and devices for seamless file management. Paired with a high-capacity microSD card designed for 4K video, it’s ideal for storing and backing up large media files on the go.",0.0001353974422970415,0.1445086705202312,0.09248554913294797,0.4552738070487976,1
932,932,https://m.media-amazon.com/images/I/81iScleEbvL._AC_SL1500_.jpg,./images/0059710.jpg,"ASUS Dual NVIDIA GeForce RTX 3060 Ti White OC Edition Graphics Card (PCIe 4.0, 8GB GDDR6X Memory, HDMI 2.1, DisplayPort 1.4a, 2-Slot Design, Axial-tech Fan Design, 0dB Technology, and More)","ASUS Dual GeForce RTX™ 3060 Ti V2 White OC Edition 8GB GDDR6X features two powerful Axial-tech fans ray tracing with its new GDDR6X memory for high-performance gaming. Leveraging advanced cooling technologies derived from flagship graphics cards, the Dual opts for substance over style, the perfect choice for a well-balanced build.",Computers,"This sleek, white graphics card features dual cooling fans designed for efficient heat dissipation during intense gaming or creative tasks. Its compact form factor and clean aesthetic make it ideal for enthusiasts who value both performance and visual appeal in their desktop setup.",0.005700964181419112,0.25,0.125,0.7216469049453735,3
933,933,https://m.media-amazon.com/images/I/41j7psDLwsL._AC_.jpg,./images/0061520.jpg,"Ematic PBS Playtime Tablet DVD Player Android 7.0 Nougat 7"" Touchscreen Tablet and Portable DVD Player Combo","The PBS Playtime Tablet DVD Player comes preloaded with over 23 educational games and 120 video clips, songs, and music videos that all teach reading, math, and more. Expand your viewing power by playing your kid?s favorite DVDs on the Playtime Tablet DVD Player. Parental controls let you manage and customize your child's experience. With Google Play, you can access over 1 million applications and games along with access to thousands of movies, books, songs, TV shows, and magazines. 100% of the net proceeds PBS KIDS receives from all purchases of the PBS KIDS Playtime Tablet DVD Player helps encourage all children to discover who they are and what they can do. If you are having issues please contact us so we can help resolve the issue.",Computers,"This vibrant, child-friendly tablet features a colorful interface with engaging educational apps designed to spark curiosity and learning. Its sturdy, lime-green casing makes it durable for little hands, while built-in speakers and a playful design encourage interactive play and exploration. Perfect for young learners, it turns screen time into fun, educational adventures.",0.0013542640096881429,0.11956521739130435,0.08695652173913043,0.4668198823928833,2
934,934,https://m.media-amazon.com/images/I/61mgYARhJyL._AC_SL1500_.jpg,./images/0058263.jpg,INDMEM 1GB SD Card (2 Packs) Class 4 Flash Memory Card MLC Stanard Secure Digital Cards Camera Cards,INDMEM 1GB SD Card Class 4 Flash Memory Card 2 Packs MLC Stanard Secure Digital Cards Camera Cards,Computers,"These compact memory cards are ideal for storing and transferring digital files on portable devices, featuring a durable design with a secure lock switch to protect your data. Perfect for photographers and travelers, they offer reliable performance for capturing high-resolution images and videos on the go.",0.0,0.12307692307692307,0.09230769230769229,0.6124838590621948,2
935,935,https://m.media-amazon.com/images/I/81ge1qbwViL._AC_SL1500_.jpg,./images/0063307.jpg,"HP Pavilion 27 All-in-One Desktop Computer 27"" FHD IPS Anti-Glare (72% NTSC) AMD Ryzen 5000 Series Quad-Core Ryzen 3 5425U Processor 8GB RAM 256GB SSD Pop-up Privacy Camera Win11 White + HDMI Cable","PRODUCT OVERVIEW:
With an AMD Ryzen 3 5425U processor, seamlessly go from sending work emails to uploading vacation photos. This All-in-One PC displays more with a three-sided micro-edge display and has an adjustable tilt stand, allowing you to work from multiple perspectives. This PC includes an pop-up camera with a slide switch for privacy, plus built-in speakers and easy Wireless connectivity.
Product Details:
Microprocessor:
AMD Ryzen 5000 Series Quad-Core Ryzen 3 5425U Processor (Base Clock 2.1GHz, Max Boost Clock Up to 4.7GHz, 8MB L3 Cache, 8 Threads)
Memory:
8GB RAM
Storage:
256GB SSD
Operating system:
Microsoft Windows11 Home
Graphics & Video:
27"" FHD (1920x1080) IPS Anti-glare Micro-edge Display (72% NTSC), Integrated AMD Radeon Graphics
Key Features:
Bluetooth: Yes Optical Drive: No Webcam: Yes
Ports:
1 x Superspeed USB-A (5Gbps Signaling Rate, Battery Charging 1.2), 1 x Superspeed USB-C (5Gbps Signaling Rate), 2 x USB 2.0, 1 x HDMI-out 1.4, 1 x HDMI-in 1.4, 1 x Headphone / microphone combo jack (3.5mm), 1 x RJ45 GbE Lan
Additional Information:
Dimension: 8.2"" x 24.18"" x 18.56"" Weight: 18.3 lbs
Accessory:
HDMI Cable HP Keyboard and Mouse",Computers,"This sleek all-in-one computer features a vibrant 27-inch display with Full HD resolution, perfect for immersive work or entertainment. Equipped with ample memory and storage, it runs smoothly with modern applications and media, while its compact design integrates a keyboard and mouse for convenient, desktop-like usability.",0.00036244478572439013,0.171875,0.11718749999999999,0.5247906446456909,3
