,parent_asin,date_first_available,title,description,filename,main_category,categories,store,average_rating,rating_number,price,features,details,embeddings,image,__index_level_0__,local_image,download_ok
114456,B08584SHL3,2023-03-28,Farm Fresh Knobs Ladybug Lady Bug KNOB from The Lovebugs Love Bugs Bee Butterfly Dragonfly Ladybug Heart Collection Glossy Ceramic Dresser Drawer Pulls Cabinet Knobs,"ITEM DESCRIPTION: 1-1/2-inch (1.5"") white ceramic cabinet, drawer, furniture knob with 1-inch-long mounting screw. Handmade using the decoupage method. There's a minimum of 3 layers of clear coat for a secure seal. Knobs also work great in bathrooms or on bi-fold/tri-fold closet doors (may require longer screws). These make a great addition and a nice finishing touch to any room. Simple to install and great to quickly change for seasons, holidays, parties, etc. Indoor use only. Due to the varying image settings between devices, the picture may not reflect the actual color of the item. These knobs are not ball-shaped or spherical. They are standard knobs with a flatter top, where the image is applied. PROCESSING TIME: Although orders are normally shipped before the expected ship date, sometimes I am busy and may require the full processing time. If you have a concern, please contact me. PRODUCT CARE: Knobs can be wiped clean with a soft damp cloth. No abrasive agents please. Not dishwasher or microwave safe. INSTALLATION: Do not use power tools to install these items. Simply tighten, by hand, using a screwdriver. Overtightening may damage the item. SHIPPING: Currently, I only ship through the United States Post Office. If you are purchasing several items from me, please be sure to place them all in your shopping cart before checking out. Shipping will automatically combine. SWITCHPLATES: In most cases, I can make matching Switch Plate Covers. Contact me for more information.",meta_Tools_and_Home_Improvement,Tools & Home Improvement,['Tools & Home Improvement' 'Hardware' 'Cabinet Hardware' 'Knobs'],Farm Fresh Knobs,5.0,2.0,4.59,"['1 1/2 inch white ceramic knob' '1 inch mounting hardware included'
 'Easy installation - great to change out for holidays or special occasions'
 'Great as a cabinet, drawer, or furniture knob'
 'Adds a nice finishing touch to any room']","{'Material': 'Ceramic, Stone', 'Brand': 'Farm Fresh Knobs', 'Color': 'White', 'Specific Uses For Product': 'Indoor use only', 'Special Feature': 'Easy to Install', 'Included Components': 'Screw, Knob', 'Handle Material': 'Ceramic', 'Unit Count': '1.0 Count', 'Manufacturer': 'Farm Fresh Knobs', 'Size': '1 1/2"" Diameter', 'Finish': 'Glossy', 'Special Features': 'Easy to Install', 'Best Sellers Rank': {'Tools & Home Improvement': 1975946, 'Cabinet & Furniture Knobs': 21504}, 'Date First Available': 'March 28, 2023', 'Style Simple': '', '': 'Finish Type Glossy', 'Shape Heart': ''}","[ 0.01617033  0.01888398 -0.02584775 ... -0.01806617 -0.01102185
 -0.01366734]",https://m.media-amazon.com/images/I/215IXacr0CL._AC_.jpg,281918,./images/0114456.jpg,True
114901,B0BXPHJ72Z,2023-03-07,"FIALAME Chicken Lamp with Egg Light Bulb, Hens Lay Eggs Funny Night Light Desktop Ornament Holiday Gifts Party Decoration","Specification:
Product Name: Hen Lay Egg Lamps
Item Type: Night Lights
Is Bulb Included: Yes
Material: Synthetic Resin
Product Size: 14x6x15.5cm/5.51x2.36x6.1inch
Power Supply Mode: USB plug-in
Packing: Styrofoam Buffer Packaging + Kraft Paper Box
Package Content: A Hen Lay Egg Desk Lamp",meta_Tools_and_Home_Improvement,Tools & Home Improvement,['Tools & Home Improvement' 'Lighting & Ceiling Fans'],FIALAME,2.0,1.0,13.99,"['【Novel and Unique Ornament Gifts】Are you still looking for warm gift ideas for someone special? The hen light is a wonderful Birthday, Housewarming, or Christmas gift for your family and friends. A funny gift can fully EXPRESS your concern and love for them.'
 '【Exquisite Room Sculptures】The hen statue light is suitable for various occasions, such as living room, bedroom, office, bookshelf, desk, home, balcony, outdoor garden, meditation, yoga room or anywhere you want to make a collection of figurines.'
 '【Modern Aesthetic Design】Ingenious design decorative ornaments are realistic in shape and fine in workmanship, with exquisite and realistic images. The novel decoration adds a unique style to your home decoration, adding color and fun.'
 ""【Unique Egg Light】The chicken is laying the egg and the egg is a light bulb that will glow. It's powered by a USB charging cable, so you can place this chick lamp decoration in various places you need. The base is wide enough to stand on without wobbling and tipping.""
 '【Durable Material】Every aspect is made from durable resin with a natural finish and has been given a protective coating to ensure that the product is not easy to fade. The highest quality material ensures durability.']","{'Style': 'Modern', 'Brand': 'FIALAME', 'Product Dimensions': '2.36 x 6.1 x 5.51 inches', 'Special Feature': 'Rechargeable', 'Lamp Type': 'Night Light', 'Room Type': 'Office, Meditation room, Bedroom, Living Room', 'Shade Material': 'Resin', 'Theme': 'Holiday', 'Connectivity Technology': 'USB', 'Included Components': 'Bulb', 'Mounting Type': 'Tabletop', 'Manufacturer': 'shimengkongjian', 'Item model number': 'FIA0002', 'Special Features': 'Rechargeable', 'Batteries Required?': 'No', 'Best Sellers Rank': {'Tools & Home Improvement': 2220995, 'Lighting & Ceiling Fans': 377527}, 'Date First Available': 'March 7, 2023'}","[ 0.03519514 -0.00403433 -0.03415058 ...  0.01383504 -0.02236202
  0.04286942]",https://m.media-amazon.com/images/I/51hOlJxMsML._AC_SL1500_.jpg,283392,./images/0114901.jpg,True
116490,B0C6HNC8PD,2023-01-04,"PONGHEI 2 Moving Blankets 40""x 72"" Heavy Duty Packing Blankets for Moving Shipping Thick Furniture Wrapping for Moving Supplies Professional Quilted Shipping Blankets",moving blankets heavy duty,meta_Tools_and_Home_Improvement,Tools & Home Improvement,"['Tools & Home Improvement' 'Hardware' 'Furniture Hardware'
 'Moving Blankets']",PONGHEI,4.4,99.0,19.99,"['Professional Moving Blanket -- 40"" x 72"" moving & packing blankets that provide exceptional damage protection from scratches, dirt, and moisture when moving or transporting furniture, appliances, and other valuable large items. It\'s also handy to pad moving boxes when shipping fragile items.'
 'Cover and Protect -- Our shipping blankets feature non-woven fabric over cotton batting to offer an excellent combination of extremely durable and superior protection, which provides extra flexibility and protection when securely wrapping up items or sliding furniture across floors'
 'Durable -- Packing blankets for moving weighing approximately 2.7 pounds apiece, Zig-zag stitching holds inner cushioning in place for consistent padding protection and prolonged pad life. Double stitched binding completely around on front and back is highly resilient to tears and built-to-last.'
 'Multi-Purpose -- Ideal for both professional and do-it-yourself moving, these versatile, general purpose blankets are well suited for safe, breathable protection for items in storage. Moving pads can protect floors and car upholstery, road maintenance, greenhouse insulation, and tree antifreeze.'
 'Dual-Sided -- Packing pads made of quality double-sided construction allows for added convenience and protection when securely wrapping up items or sliding furniture across floors, cloth binding protects the edges from fraying. The small 40"" x 72"" moving & packing blankets can be washed in a suitable washing machine.']","{'Part Number': '0012', 'Item Weight': '4.84 pounds', 'Product Dimensions': '72 x 40 x 0.5 inches', 'Country of Origin': 'China', 'Item model number': '0012', 'Size': '2 Pack', 'Color': 'Blue', 'Included Components': 'No', 'Batteries Included?': 'No', 'Batteries Required?': 'No', 'Best Sellers Rank': {'Tools & Home Improvement': 3491, 'Moving Blankets': 2}, 'Date First Available': 'January 4, 2023'}","[-0.00644123  0.01362978  0.03841013 ... -0.01113277 -0.00427932
 -0.00710552]",https://m.media-amazon.com/images/I/71-oGmyo+9L._AC_SL1500_.jpg,288438,./images/0116490.jpg,True
1119,B0BSLFWF7X,2023-01-18,"iPower Indoor Hydroponics MH HPS Grow Room Glasses for Grow Tent, Blue, 1 Pack","iPower Indoor Hydroponics MH HPS Grow Room Glasses for Grow Tent, Blue, 1 Pack",meta_Patio_Lawn_and_Garden,Tools & Home Improvement,"['Patio, Lawn & Garden' 'Gardening & Lawn Care'
 'Greenhouses & Plant Germination Equipment' 'Grow Tents']",iPower,3.5,2.0,6.99,"['Useful: Superior indoor hydroponics glasses for working under HPS MH lighting systems'
 'Lightweight: Super lightweight design gives your hours of long-wear comfort while working in your grow room, grow tent, greenhouse or growing space'
 'Full View: 180° of distortion-free, full-view makes checking on your plants more convenient'
 'Specialization: iPower growth tent glasses are specially designed for prescription glasses'
 'Safety Standards: Meets ASI Z87+ and CSA Z94. 3 safety standard']","{'Manufacturer': 'iPower', 'Part Number': 'GLGLSSBLUEV2-B', 'Item Weight': '1.87 ounces', 'Package Dimensions': '7.17 x 2.36 x 2.09 inches', 'Country of Origin': 'China', 'Item model number': 'Indoor Hydroponics MH', 'Color': 'Blue, 1 Pack', 'Style': 'Safety', 'Material': 'Plastic', 'Item Package Quantity': '1', 'Special Features': 'Lightweight', 'Included Components': '1 Glasses', 'Batteries Required?': 'No', 'Best Sellers Rank': {'Patio, Lawn & Garden': 283933, 'Grow Tents': 198}, 'Date First Available': 'January 18, 2023', 'Brand': 'IPower', 'Special Feature': 'Lightweight', 'Model Name': 'Hps Grow Room Glasses for'}","[ 0.01456282  0.01569588 -0.03358633 ... -0.03196426 -0.0043772
 -0.00927918]",https://m.media-amazon.com/images/I/51XWu01PXIL._AC_SL1500_.jpg,2942,./images/0001119.jpg,True
30805,B0BYSCX1KV,2023-03-17,"Refrigerator Control Panel,Circuit Board Kit Replacement 2932771021 2932771039 DM2652 DM2852 RM2351 RM2451 RM2551 RM2652 RM2852","Refrigerator circuit board kit to replace 2932771021 2-Way, Circuit Board fit DM2652 DM2852 RM2351 RM2451 RM2551 RM2652 RM2852. Control Board enhances the mechanical operation of your appliance for efficient energy control and cooling performance. Unplug the refrigerator before installing this part,Safely store any food that could deteriorate while the power is off. Wear work gloves to protect your hands. 365-DAY WARRANTY POLICY: Folosem parts always come with a 1 year warranty.",meta_Automotive,Tools & Home Improvement,"['Automotive' 'RV Parts & Accessories' 'Interior' 'Kitchen' 'Appliances'
 'Refrigerators & Parts' 'Refrigerator Parts']",folosem,4.0,1.0,74.59,"['Refrigerator circuit board kit to replace 2932771021 2-Way.'
 'Circuit Board fit DM2652 DM2852 RM2351 RM2451 RM2551 RM2652 RM2852.'
 'Control Board enhances the mechanical operation of your appliance for efficient energy control and cooling performance.'
 'Unplug the refrigerator before installing this part,Safely store any food that could deteriorate while the power is off. Wear work gloves to protect your hands.'
 '365-DAY WARRANTY POLICY: Folosem parts always come with a 1 year warranty.']","{'Manufacturer': 'folosem', 'Part Number': '2932771021 2932771039', 'Item Weight': '1.13 ounces', 'Product Dimensions': '8.66 x 1.3 x 0.4 inches', 'Country of Origin': 'China', 'Item model number': '2932771021 2932771039', 'Power Source': 'New upgrade DM2652 DM2852 RM2351 RM2451 RM2551 RM2652 RM2852', 'Included Components': 'New upgrade DM2652 DM2852 RM2351 RM2451 RM2551 RM2652 RM2852', 'Batteries Included?': 'No', 'Batteries Required?': 'No', 'Best Sellers Rank': {'Automotive': 58468, 'RV Refrigerator Parts': 22}, 'Date First Available': 'March 17, 2023'}","[ 0.00807237  0.02977031 -0.03478679 ...  0.00297648  0.01538899
  0.00082558]",https://m.media-amazon.com/images/I/61ABY7ulDYL._AC_SL1500_.jpg,81401,./images/0030805.jpg,True
11675,B0BVBS81P2,2023-02-09,"Wakauto Plastic Water Bottle With Screw Caps 2 Gallons Reusable Water Bottle Jug Container With Cap, Easy Grip Carry Handle For Sports Camping","Description
Water bottle is a portable, ultra light and convenient water jug, which is made of high-grade PC material, which can serve you a long time. water jug with Easy Grip Carry Handle. For camping, picnic, hiking and other outdoor activities.
Features
Material: PCColor: Assorted Color.Size: 37X20CM.Capacity: 7.5L
Package Including
1 x Water Jug",meta_Sports_and_Outdoors,Tools & Home Improvement,"['Sports & Outdoors' 'Sports & Outdoor Recreation Accessories'
 'Sports Water Bottles']",Wakauto,4.5,10.0,28.99,"['PC'
 'Material:Water bottle is made of durable plastic withstands rough wear and tear and frequent usage'
 'Measurement：14.56X 7.87X 7.87in Capacity: 7.5L/2 Gallons'
 'Plastic water bottle the handle part has a strong handle, so its very easy to carry. Large bottle mouth for effortless filling and pouring.'
 'Easily transportable: Water bottle jug container is convenient carrying handle allows you to keep hydrated almost anywhere'
 'Application: Plastic crown cap water bottle container for drinking bathing camping hiking']","{'Brand': 'Wakauto', 'Material': 'Polycarbonate', 'Color': 'Assorted Color', 'Capacity': '2 Gallons', 'Special Feature': 'Wide Mouth', 'Age Range (Description)': 'Adult', 'Product Dimensions': '7.8""W x 7.8""H', 'Product Care Instructions': 'Hand Wash Only', 'Recommended Uses For Product': 'Camping, Hiking, Sports', 'Number of Items': '1', 'Reusability': 'Reusable', 'Shape': 'Oval', 'Style': 'Centimeter', 'Finish Type': 'Chrome', 'Sport': 'Hiking', 'Unit Count': '1.0 Count', 'Manufacturer': 'Wakauto', 'Part Number': 'J2568DI18UW7CUFC9ZOU', 'Item Weight': '15.5 ounces', 'Item model number': 'J2568DI18UW7CUFC9ZOU', 'Size': '14.56X 7.87X 7.87in', 'Finish': 'Chrome', 'Item Package Quantity': '1', 'Special Features': 'Wide Mouth', 'Included Components': 'Storage Holder', 'Batteries Included?': 'No', 'Batteries Required?': 'No', 'Best Sellers Rank': {'Sports & Outdoors': 369236, 'Water Bottles': 5306}, 'Date First Available': 'February 9, 2023'}","[ 0.01846964  0.01746102 -0.0001226  ...  0.02375133  0.03947709
  0.0452902 ]",https://m.media-amazon.com/images/I/412sl9dr2aL._AC_SL1005_.jpg,29491,./images/0011675.jpg,True
41576,B0BXKXY64Q,2023-03-06,"Rieton 16 Pocket 1000+ Pockets Card Binder, Large Ringless Side Loading Pockets Trading Card Album Folder for TCG","Rieton 16 Pocket 1000+ Pockets Card Binder, Large Ringless Side Loading Pockets Trading Card Album Folder for TCG",meta_Toys_and_Games,Tools & Home Improvement,"['Toys & Games' 'Collectible Toys' 'Collectible Display & Storage'
 'Card Storage & Display' 'Albums']",Rieton,4.9,47.0,54.99,"['Max Capacity - 16 double pockets per page, 32 pages total (NO CLIPS/loose pages) holding a total of 1024 trading cards. With a lightweight padded layer built into each page , preventing your collectibles from scrapes and dings keeping them in mint condition'
 'Premium Build - Quality zipper keep cards protected and intact when not in use. Padded, extra rigid front and rear covers made from non-slip, water resistant material.'
 'Premium Pages - Double sided pockets with low-friction black backing, creating a separation between the front and back pockets, as well as providing cards a classic framed look.'
 'Side Loading - Side loading pockets designed to keep toploaders securely in place. High quality zip keeps the trading card binder closed when not in use. No more card spills.'
 'Safe Materials - Made from archival-safe, acid-free non-PVC material. 12 month Warranty from date of purchase. Pocket size 3.7x 2.7 in, compatible with all cards such as Magic the Gathering, YuGiOh!, Basketball, Baseball, Soccer, Football, Star Wars X-Wing, Force Of Will, Cardfight Vanguard, WoW, Panini XL & Match, Dragon Ball Z, & many more. Compatible with all standard card protector sleeves']","{'Brand': 'Rieton', 'Color': 'Black', 'Cartoon Character': 'Dragon', 'Model Name': '16cardbinder-blue', 'Included Components': 'Case', 'Style': 'Classic', 'Pattern': 'Solid', 'Shape': 'Rectangular', 'Occasion': 'Christmas, Birthday', 'Number of Pieces': '1', 'Product Dimensions': '13.3""L x 1.9""W x 17.8""H', 'Manufacturer': 'Rieton', 'Part Number': 'SH-TM19', 'Item Weight': '3.93 pounds', 'Country of Origin': 'China', 'Item model number': '16cardbinder-blue', 'Batteries Included?': 'No', 'Batteries Required?': 'No', 'Best Sellers Rank': {'Sports & Outdoors': 29974, 'Collectible Trading Card Albums': 146}, 'Date First Available': 'March 6, 2023'}","[-0.00730603  0.00231705  0.01895278 ...  0.01637863  0.02871939
  0.00091877]",https://m.media-amazon.com/images/I/61rIeuUP7NL._AC_SL1500_.jpg,105394,./images/0041576.jpg,True
116372,B0BZRWJP1N,2023-01-04,"CoCud Machine Chucking Reamers, 11.5mm Diameter D4 Accuracy, M35 Cobalt High Speed Steel Straight Flutes Milling Cutter - (Applications: for Lathe Machine), 1-Piece","Attributes:
* Cutting Diameter: 11.5mm / 0.453""* Shank Diameter: 11.5mm / 0.45""* Cutting Flute Length: 26.5mm / 1.04""* Total Length: 128mm / 5.04""* Accuracy: D4* Tool Flute Type: Straight* Flutes Quantity: 6 Flutes* Material: M35 Cobalt High Speed Steel (HSS-CO)
What Is Included:
* 1 Piece x Machine Chucking Reamers
Applications & Features:
--- Widely used for light cuts, repair work, stock removal or just to enlarge holes. Suitable for cutting or removing the thin layer of metal on the surface of processed holes, mainly to improve the accuracy of the hole and reduce the surface roughness. Precision reaming for stainless steel, aluminum, alloy steel, cast iron, copper, tool steel, plastic, and wood, etc. Used on lathes, drill presses and screw machines.--- M35 cobalt high speed steel chucking reamers have high hardness (HRC65-66), high red hardness, high wear resistance. Only the base substrate without any additional coatings, good for general purpose applications. Straight flute tools allow chips to collect in the flutes. The universal straight and round shank can be used in a variety of tool holding systems. Should be secured in a quality tool holder to prevent the reamer from slipping in high torque applications.
Useful Tips:
--- Reamers have one or more teeth. The holes machined by the reamer are with precise size and shape. Cutting oil is lubrication, cooling and anti-sticking. Add appropriate cutting oil for higher quality holes and more durable reamers. The cutting angle should be 90 degrees vertical and stable.",meta_Tools_and_Home_Improvement,Tools & Home Improvement,"['Tools & Home Improvement' 'Power & Hand Tools'
 'Power Tool Parts & Accessories' 'Reamers' 'Chucking Reamers']",CoCud,3.0,1.0,12.49,"['★ Chucking Reamer Size --- Cutting diameter: 11.5mm / 0.453""; shank diameter: 11.5mm / 0.45""; tool flute length: 26.5mm / 1.04""; total length: 128mm / 5.04""; accuracy: D4; tool flute type: straight; flutes quantity: 6 flutes'
 '★ Wide Applications --- Widely used for light cuts, repair work, stock removal or just to enlarge holes. Cut or remove the thin layer of metal on the surface of processed holes, mainly to improve the accuracy of the hole and reduce the surface roughness.'
 '★ Straight Flutes --- Straight flute tools allow chips to collect in the flutes. The universal straight and round shank can be used in a variety of tool holding systems. Should be secured in a quality tool holder to prevent the reamer from slipping.'
 '★ M35 Cobalt High Speed Steel --- The chucking reamers have high hardness (HRC65-66), high red hardness, high wear resistance. Only the base substrate without any additional coatings, good for general purpose applications.'
 '★ Useful Tips --- Reamers have one or more teeth. The holes machined by the reamer are with precise size and shape. Precision reaming for stainless steel, aluminum, alloy steel, cast iron, copper, tool steel, plastic, and wood']","{'Manufacturer': 'CoCud', 'Part Number': 'Cuf220929dd0953', 'Item Weight': '2.71 ounces', 'Package Dimensions': '5.31 x 3.7 x 0.75 inches', 'Item model number': 'cuf220929dd0953', 'Size': '11.5mm', 'Finish': 'Uncoated', 'Material': 'M35 Cobalt High Speed Steel', 'Horsepower': '1 hp', 'Number Of Pieces': '1', 'Usage': 'Machine', 'Batteries Included?': 'No', 'Batteries Required?': 'No', 'Best Sellers Rank': {'Tools & Home Improvement': 1196873, 'Chucking Reamers': 366}, 'Date First Available': 'January 4, 2023'}","[ 0.03195252  0.01809272  0.0354598  ... -0.00628287 -0.01400493
  0.01327928]",https://m.media-amazon.com/images/I/41i594lWwIL._AC_SL1500_.jpg,288036,./images/0116372.jpg,True
114173,B09XQRYWXD,2023-04-18,"koopower 32.8ft LED Strip Lights with Remote Control, Color Changing RGB Light Strips, Waterproof and Dimmable, Music Sync Mood Lights for Bedroom, Party, Bar, and Kitchen Decor (2X16.4ft)","KooPower
--- a professional company specializing in KooPower brand LED lights, which can be used for both indoor and outdoor, and also offered at an irresistible price.
KooPower LED Strip Ribbon RGB Bedroom Deco
Easy to decorate your room with 16 bright colors. Relax in a pleasant atmosphere.
40-Key IR Remote Controlled:
Including 16 static colors, 8 preset modes and 4 music modes to choose the setting you like, and adjust brightness, color or frequency at will.In additon, 4 time modes to auto turn off light are more exciting functions.
Easy to install and cut
The colored LED strip can be cut every 3 LEDs along the cut marks without damaging the rest of the strip.But also connect two 5M strip lights by using the connector.Suitable for bedroom, dorm room, TV backlight,kitchen countertop ,birthday party, festival,home gathering decorations.
Music modes
With the built-in high-sensitivity microphone, the light bar can be synchronized with music and even your voice. Create romance, relaxation, dynamic, party atmosphere, the light color changes with the music beats or your singing. Start your party with friends now!
Timer Program:
Once selected, the lights will turn off automatically in the pre-programmed timing sequence of 1/2/4/8 hours
Package included:
2 * 16.4ft LED RGB strip  1 * 40-button IR remote control  1 * Adapter  1 * User manual  1 * Double-sided adhesive tape  2 * Distributor Cable 4Pin Distributor Cable
Specification:
LED type: SMD5050 RGB  Power: 28W  Adpator: 100-240VAC_DC12V/3A  Temperature: 6000K， Luminous Flux: 2000Lm",meta_Tools_and_Home_Improvement,Tools & Home Improvement,"['Tools & Home Improvement' 'Lighting & Ceiling Fans' 'Novelty Lighting'
 'LED Strip Lights']",koopower,3.7,126.0,6.99,"['【Adjustable Colour and Brightness】Led light strip consists of colourful channels on this single LED strip, not only can change the mode and speed of lights changing, but also have 16 static colour settings，4 brightness and 8 dynamic modes and 4 music mode, youcan adjust brightness, color or frequency at will to meet your requirements for lighting, brightness and operating mode in different situations and environments.'
 '【Timer and Music sync function】Led strip lights adopts built-in high sensitivity mic,the light strip can sync with music and even your voice. In addition, You can set the off time, so that the beautiful light can accompany you to sleep'
 '【Cuttable Design and Easy to Install】: strong double-sided 3M adhesive tape installation (clean the surface before installation), super stick, non-slip, can be cut. The coloured 16.4ft LED strip can be cut every 3 LEDs along the cutting marks without damaging the rest of the strip and use it for interior decoration.'
 '【Dual Control】: Manage Koopower led strip lights easily from the comfort of your couch with a IR remote control range of 32.8ft. With the control box, you can power the lights on/off, adjust speed/brightness, change modes or set music model at the touch of a button.'
 ""【Widely Used】KooPower SMD 5050 light strips can be used in living rooms, kitchens, cupboards, ceilings, stairs, bars and other places. Besides, they can also be used as atmosphere lights for DIY, parties, weddings, Christmas,Valentine's Day or exhibition halls. If you are looking for LED lights for mood lighting at festivals and events, then this is the best choice!""]","{'Color': 'Multicolor', 'Brand': 'koopower', 'Indoor/Outdoor Usage': 'Outdoor, Indoor', 'Special Feature': 'Dimmable, Light, Luminous, RGB, Timer, Pause Function, Music, Remote Control & Controller Box ControlledDimmable, Light, Luminous, RGB, Timer, Pause Function, Music, Remote Control & Controller Box Controlled   See more', 'Light Source Type': 'LED', 'Power Source': 'Corded Electric', 'Light Color': 'RGB', 'Theme': 'Music', 'Occasion': 'Wedding, Christmas, Birthday', 'Style': 'hotels, clubs, bars, bedroom, kitchen, living room,holidays, parties, events, shows, etc.', 'Material': 'Plastic', 'Controller Type': 'Remote Control', 'Connectivity Protocol': 'Bluetooth', 'Number of Light Sources': '150', 'Control Method': 'Remote', 'Manufacturer': 'Koopower', 'Part Number': 'Koopower', 'Item Weight': '1.28 pounds', 'Package Dimensions': '8.62 x 7.32 x 2.52 inches; 1.28 Pounds', 'Item model number': 'HG3510', 'Special Features': 'Dimmable, Light, Luminous, RGB, Timer, Pause Function, Music, Remote Control & Controller Box Controlled', 'Light Direction': 'Adjustable', 'Batteries Required?': 'No', 'Bulb Features': 'Dimmable', 'Best Sellers Rank': {'Tools & Home Improvement': 221423, 'LED Strip Lights': 1290}, 'Date First Available': 'April 18, 2023'}","[ 0.02866102 -0.00187454 -0.0399246  ...  0.00218014 -0.02560501
 -0.02207968]",https://m.media-amazon.com/images/I/61ROw1IXIUL._AC_SL1125_.jpg,280921,./images/0114173.jpg,True
115572,B0C9Q76281,2023-06-29,POOCCI Solar Umbrella Lights Crystal String Lights Solar Powered Waterproof 60 LED Patio Umbrella Lights 8 Lighting Modes Fairy Lights Outdoor for Garden Yard Beach Party Wedding Decor(Warm-White),"New upgraded version: higher brightness, longer lasting, longer lamp length, better quality, equipped with remote control  Light up your patio, lawn, garden etc The globe string lights can create a fantastic atmosphere, great decoration choice for patio, lawn, garden, pergola, bistro, etc globe-1 inch Please set up at least 4 supports when you hang the whole light Please make sure that the sun can shine on the solar panel 1.How to check the string lights work during Daytime? A.Completely cover the solar panel ,the String Lights will light up. B.If not ,Leave the solar Panel in the sun for an hour and then completely cover the solar panel again and it should light up.  2.Make sure that the solar panel is NOT sheltered from the sun, because it needs to absorb enough energy from the sun.  3. It is ONLY designed to be protected from the rain. Please do NOT immerse it in the water.  4. The solar string lights has memory function. It will return to your previous setting when you turn it off and turn it on again.  5. The solar panel is with light sensor feature ,so that it can automatically turn off at dawn and turn up at dusk.  6. For any Technical issues please feel free to contact us any time and we will serve you wholeheartedly!",meta_Tools_and_Home_Improvement,Tools & Home Improvement,"['Tools & Home Improvement' 'Lighting & Ceiling Fans' 'Outdoor Lighting'
 'Umbrella Lights']",POOCCI,4.5,22.0,23.99,"['Solar umbrella lights: Solar powered lights with built In light sensor, instantly add light to any patio umbrella or beach umbrella. Turns on automatically at night and off during the day to charge. Make summer nights shine with these solar powered patio umbrella lights.'
 'Remote Control: In order to control the light more conveniently, we have equipped with wireless remote control. It has built-in 3 lighting modes and brightness adjustment, suitable for various scenes. You have a more choice of 3-5-8H Timer off and Dimmable with remote control that further optimize your user experience.'
 'Install everywhere: Solar light outdoor very easy, no tools and wiring systemfor installation, just set the outdoor solar string lights panel somewhere it will get lots of sun, using either the clip to position it.'
 ""Energy saving：Work for five hours and then automatically convert to 30% brightness（Daily cycle Or after resetting）Perfect decoration for Christmas, Valentine's Day, Holiday, Wedding, Party and other Celebration Occasions.""
 'Satisfation guaranteed warranty on our yard /outside lighting: We proudly stand behind all of our products 100% and offer a 6 months warranty. We are committed to making sure you love your purchase, so if for any reason you are not satisfied, please contact us Even the return window is closed and we will make things right.']","{'Color': 'Warm White', 'Brand': 'POOCCI', 'Indoor/Outdoor Usage': 'Outdoor', 'Special Feature': 'Waterproof', 'Light Source Type': 'LED', 'Power Source': 'Solar Powered', 'Light Color': 'Warm-white', 'Theme': 'Outdoor', 'Occasion': 'Wedding, Christmas', 'Style': 'Art Deco', 'Material': 'Plastic', 'Color Temperature': '3000 Kelvin', 'Controller Type': 'Remote Control', 'Number of Light Sources': '60', 'Voltage': '5 Volts', 'Included Components': 'Clip, Solar panel, Remote control', 'Item Weight': '1.61 pounds', 'Number of Items': '1', 'Control Method': 'Remote', 'Manufacturer': 'POOCCI', 'Part Number': '60LED-02', 'Package Dimensions': '6.5 x 6.22 x 3.9 inches; 1.61 Pounds', 'Country of Origin': 'China', 'Item model number': 'SOL-UM-GL-01', 'Batteries': '1 CR2032 batteries required. (included)', 'Shape': 'Round', 'Maximum Compatible Wattage': '5 Watts', 'Special Features': 'Waterproof', 'Switch Installation Type': 'Umbrella hanging', 'Batteries Included?': 'Yes', 'Batteries Required?': 'Yes', 'Luminous Flux': '200 Lumen', 'Color Rendering Index (CRI)': '28.00', 'Best Sellers Rank': {'Tools & Home Improvement': 154709, 'Patio Umbrella Lights': 42}, 'Date First Available': 'June 29, 2023'}","[-1.7149653e-04  2.6381640e-02  2.7066590e-02 ... -1.2362250e-02
  2.0404894e-02 -5.1828720e-05]",https://m.media-amazon.com/images/I/71YzN78zSoL._AC_SL1500_.jpg,285511,./images/0115572.jpg,True
